id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
493274,The Flat with The View.,2437170,Bruno,Lisboa,So Vicente,38.72068,-9.13157,Entire home/apt,96,2,527,2021-12-06,4.64,1,190,26,7617/AL
493438,CENTRAL 2 BED APT - Very cozy and typical!,2437658,Cristina,Lisboa,Penha de Frana,38.73067,-9.13103,Entire home/apt,73,3,40,2020-02-29,0.57,1,0,0,
495237,Amazing Terraces in Alfama,2446180,Chiho & Nuno,Lisboa,So Vicente,38.7144,-9.12395,Entire home/apt,120,4,309,2021-03-28,2.69,11,0,1,53906/AL
495936,"Massamá , Aeroporto Serra e Mar",2449050,Henrique,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.70824,-9.27797,Private room,45,1,0,,,1,365,0,
496725,Among the gorse and the breeze,2453228,Claire,Sintra,So Joo das Lampas e Terrugem,38.8475,-9.45225,Entire home/apt,55,3,130,2021-11-30,1.51,4,153,14,10254/AL
496744,Enjoy Nature and Culture in Sintra,2453228,Claire,Sintra,So Joo das Lampas e Terrugem,38.84858,-9.45321,Entire home/apt,60,5,33,2021-08-29,0.29,4,105,3,10254/AL
497424,Alfama Apartment - Feel at Home,2455881,Fabien & Marcia,Lisboa,Santa Maria Maior,38.71066,-9.12902,Entire home/apt,50,2,278,2021-11-21,2.46,1,245,21,80380/AL
500107,"Santa Catarina, Lisbon Details",780618,Alexandre And Carolina,Lisboa,Misericrdia,38.71133,-9.14796,Entire home/apt,60,4,421,2021-11-19,3.65,4,169,26,24149/AL
500840,Lisboa Special Prices!,1121762,Silvia,Lisboa,Santa Maria Maior,38.7126,-9.12791,Entire home/apt,40,2,319,2021-09-22,2.80,2,341,23,84722/AL
502180,Bairro Alto apartment,218778,José,Lisboa,Misericrdia,38.71304,-9.14684,Entire home/apt,65,2,24,2021-11-07,0.21,6,350,4,
505372,"Nice room, nice family, nice view",2491484,Armando,Lisboa,Alvalade,38.75377,-9.14852,Private room,35,1,5,2016-08-10,0.05,1,0,0,
505847,Great apartment in the Old Town III with terrace,914126,Martin,Lisboa,Santa Maria Maior,38.71091,-9.13784,Entire home/apt,120,2,72,2021-11-04,0.68,16,311,9,29852/AL
506047,BAIRRO ALTO Ap (Free Pocket Wi-Fi),2494477,Paulo,Lisboa,Misericrdia,38.71361,-9.14689,Entire home/apt,69,3,207,2021-11-17,1.79,3,357,15,18534/AL
514936,DAHOUSE LUXURY VILLA COLIVING & COWORKING RESIDENC,643762,Dahouse,Cascais,Alcabideche,38.73282,-9.39581,Private room,133,6,1,2013-08-01,0.01,2,364,0,
515794,Look this very nice double room,879007,José Carlos,Torres Vedras,Ramalhal,39.13337,-9.23616,Private room,58,1,0,,,1,365,0,
516019,Lisbon's Castle Apartment,2541409,Gonçalo,Lisboa,Santa Maria Maior,38.712807,-9.132227,Entire home/apt,89,3,4,2016-03-18,0.05,1,365,0,
526914,Tranquilidade em Lisboa / Lisbon Tranquility,2589476,Rui,Lisboa,Ajuda,38.70846,-9.19649,Private room,49,1,270,2021-11-22,2.68,1,365,33,49585/AL
528641,Lisbon Tejo Apartment Best Location and River View,2414871,Carla,Lisboa,Misericrdia,38.7074,-9.14209,Entire home/apt,180,3,279,2021-06-28,2.45,1,282,3,83492/AL
528892,Casa do Jardim - a lovely corner!!!,763034,Eduardo,Mafra,Igreja Nova e Cheleiros,38.89013,-9.31186,Entire home/apt,60,2,44,2020-09-11,0.41,5,223,0,65979/AL
531992,Casa da Azenha in Sintra Hills,2613954,Susana,Sintra,Colares,38.793427,-9.456393,Entire home/apt,55,3,57,2021-09-21,0.50,2,0,1,69049/AL
535226,ALMIRANTE77 now with double glazing,2372087,Albertino,Lisboa,Arroios,38.72735,-9.13494,Entire home/apt,173,3,25,2020-01-01,0.22,58,310,0,917/AL
536725,Spacious apartment Lisbon center,2636342,Francisca,Lisboa,Misericrdia,38.70786,-9.14346,Entire home/apt,69,2,73,2020-03-17,0.70,1,126,0,1282/AL
537107,Great Apartment in the Old Town IV,914126,Martin,Lisboa,Santa Maria Maior,38.71127,-9.13762,Entire home/apt,146,2,87,2021-10-31,0.76,16,254,12,4538/AL
538667,Studio Santa Catarina (68m2),2643430,Ana,Lisboa,Misericrdia,38.71052,-9.14874,Entire home/apt,53,15,12,2021-10-01,0.13,1,289,1,
539896,Lovely Garden Annex Cascais Sintra,2652477,Maria Antónia,Sintra,Rio de Mouro,38.75879,-9.35783,Entire home/apt,55,2,187,2020-09-12,1.63,1,343,0,
540190,Lisbon Panorama II,1788136,Mário,Lisboa,So Vicente,38.71927,-9.13293,Entire home/apt,84,2,180,2021-11-08,1.60,4,350,4,13197/AL
543049,BAIRRO ALTO - BICA Central Spacious Bright,1029524,Luis,Lisboa,Misericrdia,38.71033,-9.14651,Entire home/apt,75,3,247,2021-12-04,2.20,17,342,27,450/AL
543783,Tram 28: Perfect View over Alfama!,901710,"André, Ricardo & Luís",Lisboa,Santa Maria Maior,38.71046,-9.13134,Entire home/apt,69,2,399,2021-11-29,3.52,2,348,45,8027/AL
544784,Quarto de Clara,2678906,Clara,Lisboa,Santa Maria Maior,38.71656,-9.13428,Entire home/apt,70,15,44,2021-09-30,0.55,1,0,1,47121AL
547502,Spacious with amazing seafront view @ ocean side,2691427,Anabela,Cascais,Cascais e Estoril,38.69392,-9.37232,Entire home/apt,80,4,85,2021-08-25,0.84,1,127,4,51174
548153,Casa da Palmeira,2694626,María Cristina,Cascais,Cascais e Estoril,38.69266,-9.42522,Entire home/apt,714,3,18,2021-10-27,0.42,1,362,3,
551697,Beautiful Guesthouse by the beach,2711241,Susanna,Sintra,Colares,38.8218,-9.4704,Private room,65,2,33,2021-10-13,0.29,2,342,8,9908/AL
553492,Have a nice stay!,2720064,Manuela,Torres Vedras,"S.Pedro e Santiago, S.Maria e S.Miguel, e Mataces",39.10096,-9.28196,Entire home/apt,52,3,27,2020-11-13,0.42,2,353,0,33451/AL
555172,Bairro Alto /Bica Vista  Rio Tejo,2727077,Daniel,Lisboa,Misericrdia,38.70854,-9.14574,Entire home/apt,40,1,543,2020-09-20,4.77,2,0,0,9026/AL
555230,Lisbon Apartment-  Amazing Views,2727077,Daniel,Lisboa,Santa Maria Maior,38.7157,-9.13237,Entire home/apt,45,1,321,2020-07-26,2.81,2,1,0,9074/AL
555321,"Chiado, prime minister gardens flat",176410,S.,Lisboa,Misericrdia,38.70807,-9.14342,Entire home/apt,54,1,338,2020-12-11,2.94,6,0,1,50054/AL
557764,Lovely & Cozy with Amazing View & Central Location,2742343,André,Lisboa,Arroios,38.7162,-9.13928,Entire home/apt,70,2,152,2021-09-16,1.35,2,215,1,5807/AL
558363,Lisbon City Break NEW apartment!,2745833,Alexandra,Lisboa,Avenidas Novas,38.7437,-9.14895,Entire home/apt,69,5,54,2020-01-29,0.54,1,222,0,
558523,Giestal Tejo,2746396,Maria,Lisboa,Alcntara,38.70235,-9.18972,Private room,25,2,130,2020-02-24,1.35,1,0,0,
559455,Beautiful apartment BAIRRO ALTO 22,136230,David,Lisboa,Misericrdia,38.70984,-9.14977,Entire home/apt,45,1,127,2020-02-22,1.12,8,268,0,80237/AL
560526,Central and nice ensuite bedroom,2756485,Lu,Lisboa,Avenidas Novas,38.73986,-9.14997,Private room,41,2,14,2021-11-02,0.32,1,353,1,
564050,Apartment in historical Alfama,2773320,Pedro,Lisboa,Santa Maria Maior,38.71315,-9.12436,Entire home/apt,42,2,319,2021-11-28,2.83,1,335,16,5633/AL
564265,House in Ericeira's historic center,2774672,Herwig,Mafra,Ericeira,38.9671,-9.41833,Entire home/apt,130,5,35,2021-10-25,0.31,9,299,4,12301/AL
568655,Charmoso Apartamento com terraço em Alfama,5691663,"Alexandra, Pedro",Lisboa,Santa Maria Maior,38.71255,-9.12677,Entire home/apt,61,2,150,2021-11-29,1.34,65,322,26,1411/AL
571283,Cascais Guincho - 4+1 Guests - 80m2 w/ balcony,2811099,André,Cascais,Cascais e Estoril,38.70604,-9.44587,Entire home/apt,60,5,5,2019-08-22,0.04,1,351,0,
573313,Casa de Malvar apto local agradavel,2820083,Sylvia,Lisboa,Benfica,38.74337,-9.19598,Entire home/apt,65,3,17,2019-08-21,0.15,2,4,0,3384AL
574799,"Central Single Bedroom, Camões awaits you!",2511568,Diogo,Lisboa,Misericrdia,38.71051,-9.14245,Private room,55,3,56,2016-07-18,0.49,2,191,0,
575709,Rossio Deluxe downton,713828,Ana Paula,Lisboa,Arroios,38.71696,-9.1384,Entire home/apt,130,2,8,2020-01-02,0.18,2,0,0,45153/AL
578080,Charming flat in centre of Cascais Old Town,2723052,Guilherme,Cascais,Cascais e Estoril,38.69778,-9.42152,Entire home/apt,150,5,20,2021-11-30,0.20,1,312,6,49126/AL
579469,Gulbenkian Apartment,2381723,Renata,Lisboa,Avenidas Novas,38.73708,-9.14621,Entire home/apt,56,3,243,2021-11-14,2.34,2,46,4,24086/AL
579988,Yellow House-Relax for big families,2127831,Paulo,Sintra,Colares,38.80897,-9.45219,Entire home/apt,224,2,115,2021-11-20,1.23,1,259,17,8418/AL
581169,"Private room, great flat in center!",515924,Joel,Lisboa,Santo Antnio,38.72016,-9.14376,Private room,28,6,13,2020-01-17,0.11,9,254,0,
585175,BAIRRO ALTO Std (Free Pocket Wi-Fi),2494477,Paulo,Lisboa,Misericrdia,38.71176,-9.14704,Entire home/apt,59,3,177,2021-11-08,1.58,3,365,10,18532/AL
585285,ChezChaouen~Lovely well located Ap. Bairro Alto,2884698,Patrícia,Lisboa,Misericrdia,38.71322,-9.1471,Entire home/apt,50,2,142,2021-08-29,1.42,1,8,13,14724/AL
593624,LIVERPOOL ANTIC,2372087,Albertino,Lisboa,Arroios,38.72833,-9.1337,Entire home/apt,241,3,39,2021-06-27,0.46,58,346,2,75683/AL
594877,Apartment with private garden and wifi in Lisbon.,2939406,Inês,Lisboa,Santo Antnio,38.72344,-9.14339,Entire home/apt,42,5,76,2021-11-29,1.21,1,344,15,13521/AL
596705,Very Central in Alfama - Lisbon from the Past,727771,Susana,Lisboa,Santa Maria Maior,38.71212,-9.12934,Entire home/apt,52,3,384,2021-11-29,3.38,9,339,27,36954/AL
597325,The house on the hill,317313,Miguel,Lisboa,Santa Maria Maior,38.71307,-9.13493,Entire home/apt,85,3,21,2021-11-03,0.21,1,363,1,
599406,Sunny double room+WiFi+Kitchen+Free Parking,507901,Ana E Lucien,Lisboa,Alvalade,38.74942,-9.13141,Private room,30,5,27,2021-10-22,0.32,7,340,2,34018/AL
600565,"LisbonCore Apartment I in Bairro Alto, Chiado",2971040,Estela,Lisboa,Misericrdia,38.71158,-9.14377,Entire home/apt,70,2,118,2021-10-08,1.04,10,345,12,3131/AL
601241,Old Cascais Central Charming Attic,2023076,Pedro,Cascais,Cascais e Estoril,38.70019,-9.42391,Entire home/apt,60,3,75,2021-10-25,0.71,3,247,8,
603477,T1 in the center of Lisbon Homely,2987411,Vera,Lisboa,Areeiro,38.73866,-9.13047,Private room,84,30,0,,,1,365,0,
604554,Casa Nino III - Miradouro do Adamastor,3812367,Nino,Lisboa,Misericrdia,38.70952,-9.15025,Entire home/apt,44,2,341,2021-12-04,3.01,2,29,23,88042/AL
605995,Wonderful apartment 11km from Lisbon,2602745,Barbara & Fernando,Amadora,Falagueira-Venda Nova,38.76352,-9.22963,Entire home/apt,50,7,8,2018-05-19,0.07,1,173,0,
607083,Principe Real Garden Apartment,7547027,Maria,Lisboa,Misericrdia,38.71175,-9.1441,Entire home/apt,50,3,104,2021-10-04,0.92,3,333,8,25927/AL
607621,Principe Real duplex Apartment,7547027,Maria,Lisboa,Misericrdia,38.71509,-9.14644,Entire home/apt,50,3,58,2021-09-10,0.52,3,256,3,25926
608322,BAIRRO ALTO APARTMENT,3015120,João,Lisboa,Misericrdia,38.71101,-9.14516,Entire home/apt,76,3,187,2020-09-07,1.65,1,110,0,18393/AL
608573,simpatico apartamento muito central,1779418,Teresa,Lisboa,Estrela,38.71241,-9.16864,Entire home/apt,50,2,120,2020-03-07,1.48,2,365,0,28694/AL
610771,Casa Nino II  - Miradouro do Adamastor,3812367,Nino,Lisboa,Misericrdia,38.70953,-9.15028,Entire home/apt,46,2,327,2021-11-29,2.91,2,47,18,89759/AL
612831,House of Maps : Downtown Lisbon,3033288,Pedro,Lisboa,Santa Maria Maior,38.71386,-9.13664,Entire home/apt,60,2,354,2020-08-14,3.12,2,99,0,81782/AL
612917,Studio for 1-2 City Center - Rossio,3025319,João,Lisboa,Arroios,38.71697,-9.13987,Entire home/apt,32,3,295,2021-11-19,2.61,2,1,18,
619755,Cascais: modern/renovated apartment,3071136,Daniel,Cascais,Cascais e Estoril,38.701,-9.43206,Entire home/apt,65,4,50,2021-11-14,0.44,1,354,5,55952/AL
625871,Large  studio in best neighbourhood,1416183,Fadoflats,Lisboa,Santa Maria Maior,38.71294,-9.14233,Entire home/apt,88,2,79,2020-02-24,0.70,13,157,0,15662/AL
629209,Charming  flat with killer views,3125722,Sabine,Lisboa,Misericrdia,38.71101,-9.15092,Entire home/apt,49,2,139,2021-11-18,1.36,1,81,9,
634959,IN CASCAIS near the centre holidays,3163158,Ana,Cascais,Cascais e Estoril,38.70739,-9.42363,Private room,200,3,0,,,1,365,0,
635040,Casa do Jasmim - Vila de Sintra,3163622,Beatriz,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.80044,-9.393,Entire home/apt,65,3,90,2020-02-17,0.80,1,270,0,11878/AL
640801,Charming apartment in Bairro Alto,3200138,Maria,Lisboa,Misericrdia,38.71246,-9.14655,Entire home/apt,57,4,223,2021-08-22,1.97,1,209,6,7271/AL
641703,Perto do Guincho - Ideal para pessoas desportivas,3196813,Ana,Cascais,Cascais e Estoril,38.7331,-9.44911,Private room,30,1,77,2020-10-19,0.69,1,191,0,103197/AL
643201,Clean & Safe Standard Studio 18528/AL,3215946,Amalia Studios,Lisboa,Arroios,38.7171,-9.13787,Entire home/apt,59,30,25,2019-04-22,0.22,6,0,0,18528/AL
643412,"Flat for mid-lenght stay, 14270/AL",3215946,Amalia Studios,Lisboa,Arroios,38.7327,-9.13407,Entire home/apt,40,30,47,2020-01-02,0.42,6,1,0,14270/AL
643914,WONDERFULL APT PACO DE ARCOS BEACH,2372087,Albertino,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69555,-9.29309,Entire home/apt,96,3,20,2021-09-02,0.20,58,254,4,7408/AL
643954,Bela Vista à Graça + Parking,3221454,Ana Isabel,Lisboa,So Vicente,38.71927,-9.13033,Entire home/apt,120,1,2,2017-09-02,0.02,1,364,0,64383
645500,Charming 2-Bed Apartment in Belém,2358059,Rita,Lisboa,Ajuda,38.70254,-9.1999,Entire home/apt,52,2,12,2020-01-10,0.11,1,222,0,
646351,Comfort and modernity in old town,428380,Ricardo,Lisboa,Arroios,38.72606,-9.1309,Private room,350,3,19,2016-05-21,0.17,1,363,0,
646461,CARCAVELOS BEACH,2372087,Albertino,Cascais,Carcavelos e Parede,38.68133,-9.33027,Entire home/apt,79,3,61,2021-11-08,0.69,58,248,12,19002/AL
649826,apartment 7 hills Lisboa,3262036,Casa 7 Colinas,Lisboa,Santo Antnio,38.71586,-9.1509,Entire home/apt,60,1,100,2020-01-01,1.08,1,311,0,27674/AL
